sample_id,length,local_mode,representation,noise_cosine,local_cosine,noise_l2,local_l2,local_minus_noise_l2,selective_sensitivity_ratio,n_features,density,avg_nnz_per_read
L69_center_00000,69,center,ckmer4_count_l2,0.9252126882606606,0.9588138399041999,0.3867487860080217,0.2870057842476352,-0.09974300176038653,0.7420987334183443,136,0.38194117647058823,51.944
L69_center_00001,69,center,ckmer4_count_l2,0.9085863198007662,0.941241610670023,0.42758316196789975,0.3428072033373178,-0.08477595863058196,0.8017322332329204,136,0.38194117647058823,51.944
L69_center_00002,69,center,ckmer4_count_l2,0.9363821838346238,0.9487405839596902,0.3567010405518228,0.3201856212896195,-0.03651541926220325,0.8976301857552385,136,0.38194117647058823,51.944
L69_center_00003,69,center,ckmer4_count_l2,0.9144544011878627,0.9574875494790563,0.4136317173818703,0.29159029654960805,-0.12204142083226227,0.7049514925868414,136,0.38194117647058823,51.944
L69_center_00004,69,center,ckmer4_count_l2,0.9081059674966129,0.943879807448539,0.4287051026134091,0.33502296205323323,-0.09368214056017587,0.7814764975058973,136,0.38194117647058823,51.944
L69_center_00005,69,center,ckmer4_count_l2,0.9223780407186635,0.9408131112738748,0.3940100488092576,0.34405490470599487,-0.04995514410326274,0.8732135277914034,136,0.38194117647058823,51.944
L69_center_00006,69,center,ckmer4_count_l2,0.9214064786997642,0.9370189619999115,0.39646821133663623,0.3549113635827631,-0.04155684775387314,0.8951823965564095,136,0.38194117647058823,51.944
L69_center_00007,69,center,ckmer4_count_l2,0.9412593382033789,0.9641100542579732,0.34275548659830724,0.26791769535447674,-0.0748377912438305,0.781658371142176,136,0.38194117647058823,51.944
L69_center_00008,69,center,ckmer4_count_l2,0.9174698042719673,0.9536459298086267,0.4062762501747619,0.30448011492172583,-0.10179613525303605,0.7494410879069404,136,0.38194117647058823,51.944
L69_center_00009,69,center,ckmer4_count_l2,0.901153313640909,0.9443568758679045,0.4446272289437324,0.3335959356230092,-0.1110312933207232,0.750282290213103,136,0.38194117647058823,51.944
L69_center_00010,69,center,ckmer4_count_l2,0.9288993651096384,0.9444444444444445,0.37709583633437693,0.33333333333333337,-0.04376250300104356,0.8839485913542714,136,0.38194117647058823,51.944
L69_center_00011,69,center,ckmer4_count_l2,0.93982554701579,0.9424819839382046,0.3469133983697076,0.3391696214633471,-0.007743776906360467,0.9776780691009579,136,0.38194117647058823,51.944
L69_center_00012,69,center,ckmer4_count_l2,0.9499311980589711,0.9470228904691078,0.3164452620629015,0.325506096812002,0.009060834749100466,1.0286331818970302,136,0.38194117647058823,51.944
L69_center_00013,69,center,ckmer4_count_l2,0.9285714285714286,0.9821428571428572,0.37796447300922725,0.18898223650461365,-0.1889822365046136,0.5000000000000001,136,0.38194117647058823,51.944
L69_center_00014,69,center,ckmer4_count_l2,0.9265616458263766,0.965060808722445,0.38324497171815186,0.26434519582377486,-0.118899775894377,0.6897551574875744,136,0.38194117647058823,51.944
L69_center_00015,69,center,ckmer4_count_l2,0.9208372149683067,0.9495433918790779,0.3979014577296566,0.31766840611216557,-0.08023305161749106,0.7983594931386172,136,0.38194117647058823,51.944
L69_center_00016,69,center,ckmer4_count_l2,0.9021739130434785,0.9341223373106984,0.44232586846469146,0.3629811639446371,-0.07934470452005438,0.8206193438438067,136,0.38194117647058823,51.944
