target_label,length,condition,comparator,absolute_f1_difference,absolute_ci_low,absolute_ci_high,relative_drop_difference,relative_drop_ci_low,relative_drop_ci_high
tax_434085,100,N_3pct,ck4_p,-0.0067205155166172315,-0.012130379426604498,-0.0013014532582965729,-0.0025322773225477935,-0.009181568577912863,0.003785914754433902
tax_434085,100,N_3pct,ck4_msp,0.00019154541991039942,-0.005593642177275101,0.006499442991701281,0.003969899504467689,-0.0027308784938459784,0.012056210436523293
tax_434085,100,N_3pct,ck5,-0.006487266179955098,-0.018638570854176043,0.005647605710138844,0.0074087249319829684,-0.004857622293320929,0.0198116383090964
tax_434085,100,N_3pct,pseknc_k3_l3,0.007583045564870772,-0.00614009180131434,0.02336355712450286,0.0025429287523627275,-0.00972452182044627,0.01514440793897121
tax_434085,100,N_3pct,ncp_anf,0.17845849256076696,0.155097057608196,0.20156908809105797,-0.015228900101816545,-0.029255165022068923,-0.0008547598029218313
tax_434085,100,N_3pct,pseeiip,0.006013159181741168,-0.008490275512237078,0.019449963935404123,0.004403556927539798,-0.008727223537078,0.018514809249854262
tax_434085,100,N_3pct,hash_k15_d222,0.24565882495674973,0.21737949381279462,0.2710466050559656,-0.00022568471125716805,-0.022598924967026392,0.02131762806324262
tax_434085,100,clean,ck4,-0.011780235065240285,-0.019691804254259346,-0.0041513803139329175,0.0,0.0,0.0
tax_434085,100,clean,ck4_p,-0.004188238194069438,-0.009166883187322583,9.066232430651115e-05,0.0,0.0,0.0
tax_434085,100,clean,ck4_msp,-0.0037783540845572894,-0.0083725160845563,0.00048096861509851457,0.0,0.0,0.0
tax_434085,100,clean,ck5,-0.013895991111938066,-0.026120784117574927,-0.002534068624022829,0.0,0.0,0.0
tax_434085,100,clean,pseknc_k3_l3,0.005040116812508044,-0.007050599479870898,0.018393958229837033,0.0,0.0,0.0
tax_434085,100,clean,ncp_anf,0.1936873926625835,0.16959601935563398,0.21691959140767103,0.0,0.0,0.0
tax_434085,100,clean,pseeiip,0.00160960225420137,-0.01116354486519459,0.014254725613654658,0.0,0.0,0.0
tax_434085,100,clean,hash_k15_d222,0.2458845096680069,0.22091458305601316,0.27555269616447825,0.0,0.0,0.0
tax_434085,100,substitution_1pct,ck4,-0.005981671387341847,-0.013087096912631352,0.0011707131888082846,0.005798563677898438,-0.0012827064992752824,0.013711471495016472
