retrieval_top1,paired_cosine_mean,paired_cosine_p05,l2_delta_mean,l2_delta_p95,mean_pair_margin,margin_positive_rate,length,condition,representation,n_pairs,n_features,density,avg_nnz_per_read
1.0,0.9551028600484617,0.9394033130294616,0.29767209347591367,0.348128387097237,0.2794066618253591,1.0,100,local_mismatch_6bp,ck4,400,136,0.45839154411764704,62.34125
1.0,0.984894943524134,0.9796748643344312,0.17267713424090977,0.20161911994233428,0.09461558176578182,1.0,100,local_mismatch_6bp,ck4p_msp,400,222,0.5961092342342342,132.33625
1.0,0.9865561487105771,0.9810155826752216,0.16262706382811032,0.19485582605146412,0.08054733922782527,1.0,100,local_mismatch_6bp,pseknc_k3_l3,400,67,0.7274440298507463,48.73875
1.0,0.9620444764774883,0.9558406448700966,0.2751758007668172,0.2971846333293512,0.3209311253516074,1.0,100,local_mismatch_6bp,ncp_anf,400,400,0.62836875,251.3475
1.0,0.9728403563248617,0.9600809923870626,0.2306262909759785,0.2825561998273185,0.16279001546729774,1.0,100,local_mismatch_6bp,pseeiip,400,64,0.71466796875,45.73875
1.0,0.9830396667897727,0.9522254697222585,0.1495272138859649,0.3091100788048045,0.2673231545592706,1.0,125,substitution_1pct,ck4,400,136,0.5237683823529412,71.2325
1.0,0.9943280137949801,0.9840160423511218,0.08647619774950444,0.1787957212596621,0.09040490458476018,1.0,125,substitution_1pct,ck4p_msp,400,222,0.6361824324324324,141.2325
1.0,0.9960087092466813,0.989200960069809,0.07263404255023004,0.14696279434215231,0.07409857951967441,1.0,125,substitution_1pct,pseknc_k3_l3,400,67,0.7856529850746269,52.63875
1.0,0.993497439962637,0.9831965727115806,0.09330133789485531,0.18332129159071633,0.36786565728013215,1.0,125,substitution_1pct,ncp_anf,400,500,0.625225,312.6125
1.0,0.9915456668063942,0.9751204052439776,0.10523145169511247,0.2230676791633693,0.15422441730178274,1.0,125,substitution_1pct,pseeiip,400,64,0.77560546875,49.63875
1.0,0.9714653373406912,0.9592521607522773,0.23670689047524016,0.2854743965885459,0.2648731257178977,1.0,125,N_3pct,ck4,400,136,0.5022977941176471,68.3125
1.0,0.9895244783387533,0.9854915991402228,0.1437043752120099,0.17034317975813068,0.0896654219537349,1.0,125,N_3pct,ck4p_msp,400,222,0.648338963963964,143.93125
1.0,0.9927911647655836,0.9894216671401738,0.119295297982368,0.14545331113321092,0.0699954112722833,1.0,125,N_3pct,pseknc_k3_l3,400,67,0.7707089552238806,51.6375
1.0,0.9837792680047184,0.9757185094422272,0.17845451625423422,0.22036997920504525,0.3669973887107945,1.0,125,N_3pct,ncp_anf,400,500,0.61896,309.48
1.0,0.9859967955269022,0.9792543120840188,0.16545232924030684,0.20369430060510105,0.15397648863498697,1.0,125,N_3pct,pseeiip,400,64,0.7599609375,48.6375
1.0,0.9911755631901791,0.9879189210687701,0.1317647871450408,0.15544181324836034,0.27620462840710963,1.0,125,trim_5bp,ck4,400,136,0.5161672794117647,70.19875
1.0,0.9969467866623941,0.9959008949260539,0.07754795195166503,0.09054396494843339,0.09331518547812909,1.0,125,trim_5bp,ck4p_msp,400,222,0.6315259009009009,140.19875
1.0,0.9971962148780142,0.9957677335693116,0.07410561556520776,0.09200288086579557,0.07614729930978482,1.0,125,trim_5bp,pseknc_k3_l3,400,67,0.7786940298507463,52.1725
1.0,0.980059131368808,0.9706981271694143,0.19808809829123603,0.24208191183935693,0.3634522139537902,1.0,125,trim_5bp,ncp_anf,400,500,0.61753,308.765
1.0,0.9940954077736294,0.9901641479990522,0.10694060257568402,0.14025569304801827,0.1573605437436003,1.0,125,trim_5bp,pseeiip,400,64,0.7683203125,49.1725
1.0,0.9538184293608388,0.9119978967533044,0.29699761885635634,0.41952832200122336,0.25116837851441565,1.0,125,substitution_1pct_N_3pct,ck4,400,136,0.5038327205882352,68.52125
1.0,0.9836103997254294,0.9697561412065361,0.1774600838596058,0.24594228352177908,0.08513179248870982,1.0,125,substitution_1pct_N_3pct,ck4p_msp,400,222,0.6490371621621621,144.08625
1.0,0.9884602464432862,0.9793159424837317,0.14883616753014203,0.20339055463486339,0.06597933334822385,1.0,125,substitution_1pct_N_3pct,pseknc_k3_l3,400,67,0.7730970149253731,51.7975
1.0,0.9775942639198686,0.9634141588884199,0.20883110150107614,0.2705026440873036,0.3607109215140969,1.0,125,substitution_1pct_N_3pct,ncp_anf,400,500,0.61919,309.595
1.0,0.976956370999998,0.9554363674541128,0.20919617180160252,0.29854131638596326,0.14556894296904235,1.0,125,substitution_1pct_N_3pct,pseeiip,400,64,0.7624609375,48.7975
1.0,0.9872831388518654,0.9642081487534587,0.12832312533453014,0.267550984855945,0.2703512762085549,1.0,125,short_indel,ck4,400,136,0.5228308823529412,71.105
1.0,0.9957400813657344,0.9880262834000011,0.07431335324554045,0.15474944098868615,0.09142565433795427,1.0,125,short_indel,ck4p_msp,400,222,0.6356081081081081,141.105
1.0,0.997325047827769,0.991980521214565,0.05868122873960073,0.12664130801459184,0.07517988681262765,1.0,125,short_indel,pseknc_k3_l3,400,67,0.7851119402985075,52.6025
